time_sec,odom_total_distance,coverage_proxy,coverage_gain,frontier_candidate_count,frontier_viewpoint_count,selected_goal_unique_count,active_path_endpoint_to_goal_distance_avg,unreachable_goal_ratio,coverage_stall_max_duration,main_frontier_blocker
30.014183521270752,5.284273822867717,0.09269621557944338,0.013031954056839934,111,39,4,0.7882586982067163,0.23809523809523808,0.0,PATH_ENDPOINT_FAR_FROM_GOAL
60.031243562698364,12.851149026175259,0.09711382712413488,0.017449565601531436,118,37,5,1.2110746161669486,0.16129032258064516,0.0,FRONTIER_SCORE_PLATEAU
90.03162264823914,17.968679714261317,0.09902812546016787,0.019363863937564424,120,37,6,0.9076223181033922,0.12195121951219512,30.00037908554077,FRONTIER_SCORE_PLATEAU
120.03316807746887,24.428472094451084,0.10918863201295832,0.029524370490354876,130,39,7,0.725436471528391,0.08695652173913043,30.00037908554077,COVERAGE_GROWING
150.03381299972534,32.550184635061264,0.12752171992342806,0.047857458400824615,142,28,8,0.5588127819742137,0.06060606060606061,30.00037908554077,COVERAGE_GROWING
180.06501078605652,41.13662825826572,0.15248122515093507,0.07281696362833162,153,26,11,0.4885794815075092,0.125,30.00037908554077,COVERAGE_GROWING
210.0747091770172,41.13663133830588,0.15248122515093507,0.07281696362833162,153,26,11,0.4885794815075092,0.2911392405063291,30.00037908554077,PATH_ENDPOINT_FAR_FROM_GOAL
240.09232640266418,41.13663133830588,0.15248122515093507,0.07281696362833162,153,26,11,0.4885794815075092,0.40425531914893614,30.017617225646973,PATH_ENDPOINT_FAR_FROM_GOAL
270.092609167099,41.13663133830588,0.15248122515093507,0.07281696362833162,153,26,11,0.4885794815075092,0.48623853211009177,60.01789999008179,PATH_ENDPOINT_FAR_FROM_GOAL
300.09391617774963,41.13663133830588,0.15248122515093507,0.07281696362833162,153,26,11,0.4885794815075092,0.5483870967741935,90.01920700073242,PATH_ENDPOINT_FAR_FROM_GOAL
330.0951159000397,41.13663133830588,0.15248122515093507,0.07281696362833162,153,26,11,0.4885794815075092,0.5971223021582733,120.02040672302246,PATH_ENDPOINT_FAR_FROM_GOAL
360.0991790294647,41.13663133830588,0.15248122515093507,0.07281696362833162,153,26,11,0.4885794815075092,0.6363636363636364,150.0244698524475,PATH_ENDPOINT_FAR_FROM_GOAL
390.1321449279785,41.13663133830588,0.15248122515093507,0.07281696362833162,153,26,11,0.4885794815075092,0.6686390532544378,180.0574357509613,PATH_ENDPOINT_FAR_FROM_GOAL
420.1646852493286,41.13663133830588,0.15248122515093507,0.07281696362833162,153,26,11,0.4885794815075092,0.6956521739130435,210.0899760723114,PATH_ENDPOINT_FAR_FROM_GOAL
450.1648180484772,41.13663133830588,0.15248122515093507,0.07281696362833162,153,26,11,0.4885794815075092,0.7185929648241206,240.09010887145996,PATH_ENDPOINT_FAR_FROM_GOAL
480.1788694858551,41.13663133830588,0.15248122515093507,0.07281696362833162,153,26,11,0.4885794815075092,0.7383177570093458,270.1041603088379,PATH_ENDPOINT_FAR_FROM_GOAL
510.1924090385437,41.13663133830588,0.15248122515093507,0.07281696362833162,153,26,11,0.4885794815075092,0.7554585152838428,300.1176998615265,PATH_ENDPOINT_FAR_FROM_GOAL
540.1930935382843,41.13663133830588,0.15248122515093507,0.07281696362833162,153,26,11,0.4885794815075092,0.7704918032786885,330.1183843612671,PATH_ENDPOINT_FAR_FROM_GOAL
570.1943907737732,41.13663133830588,0.15248122515093507,0.07281696362833162,153,26,11,0.4885794815075092,0.7837837837837838,360.119681596756,PATH_ENDPOINT_FAR_FROM_GOAL
600.031497001648,41.13663133830588,0.15248122515093507,0.07281696362833162,153,26,11,0.4885794815075092,0.7956204379562044,389.95678782463074,PATH_ENDPOINT_FAR_FROM_GOAL
